t,x,y
1.820833333E0,4.837260218E2,-1.561939861E2
1.825000000E0,4.911673550E2,-1.573627616E2
1.829166667E0,4.995488681E2,-1.571937090E2
1.833333333E0,5.077343920E2,-1.580276398E2
1.837500000E0,5.165130836E2,-1.577925440E2
1.841666667E0,5.242559162E2,-1.583200772E2
1.845833333E0,5.328683342E2,-1.578790585E2
1.850000000E0,5.407898276E2,-1.580244050E2
1.854166667E0,5.496345225E2,-1.575926254E2
1.858333333E0,5.575408610E2,-1.578084837E2
1.862500000E0,5.662069129E2,-1.575494078E2
1.866666667E0,5.741866748E2,-1.578272754E2
1.870833333E0,5.827435706E2,-1.574218525E2
1.875000000E0,5.912162436E2,-1.576673350E2
1.879166667E0,5.993521086E2,-1.574005856E2
1.883333333E0,6.079455541E2,-1.575841717E2
1.887500000E0,6.163456414E2,-1.575462353E2
1.891666667E0,6.247548277E2,-1.578758805E2
1.895833333E0,6.330667960E2,-1.577669999E2
1.900000000E0,6.414371549E2,-1.580312772E2
1.904166667E0,6.498144168E2,-1.579231355E2
1.908333333E0,6.585437193E2,-1.582512314E2
1.912500000E0,6.664419879E2,-1.581405738E2
1.916666667E0,6.746081360E2,-1.583500256E2
1.920833333E0,6.832041001E2,-1.581875014E2
1.925000000E0,6.921140868E2,-1.582031069E2
1.929166667E0,7.005383001E2,-1.579239463E2
1.933333333E0,7.092382843E2,-1.580655996E2
1.937500000E0,7.179910536E2,-1.578235243E2
1.941666667E0,7.270171665E2,-1.578209418E2
1.945833333E0,7.350294219E2,-1.574488115E2
1.950000000E0,7.442954408E2,-1.573564735E2
1.954166667E0,7.528259805E2,-1.569470836E2
1.958333333E0,7.623716488E2,-1.568696908E2
1.962500000E0,7.705331552E2,-1.566235591E2
1.966666667E0,7.799484140E2,-1.563955133E2
1.970833333E0,7.883184946E2,-1.557932502E2
1.975000000E0,7.974009368E2,-1.557784755E2
1.979166667E0,8.054659913E2,-1.556376906E2
1.983333333E0,8.146126441E2,-1.554336704E2
1.987500000E0,8.226594028E2,-1.551047504E2
1.991666667E0,8.321886788E2,-1.547900834E2
1.995833333E0,8.402266289E2,-1.544470094E2
2.000000000E0,8.494247093E2,-1.542948194E2
2.004166667E0,8.574113713E2,-1.537272328E2
2.008333333E0,8.665350548E2,-1.534626231E2
2.012500000E0,8.745482835E2,-1.530352162E2
2.016666667E0,8.838729823E2,-1.520974622E2
2.020833333E0,8.916685033E2,-1.517436507E2
2.025000000E0,9.010872676E2,-1.516742751E2
2.029166667E0,9.088631484E2,-1.508600661E2
2.033333333E0,9.182966280E2,-1.506415637E2
2.037500000E0,9.260893818E2,-1.501617450E2
2.041666667E0,9.356575919E2,-1.497174785E2
2.045833333E0,9.430623317E2,-1.493151336E2
2.050000000E0,9.525197010E2,-1.495077271E2
2.054166667E0,9.599688708E2,-1.487444546E2
2.058333333E0,9.685668679E2,-1.492121083E2
2.062500000E0,9.763469690E2,-1.488608322E2
2.066666667E0,9.853754513E2,-1.488846052E2
2.070833333E0,9.931401059E2,-1.481151727E2
2.075000000E0,1.002450319E3,-1.479674733E2
2.079166667E0,1.010015555E3,-1.472698169E2
2.083333333E0,1.018989807E3,-1.469576317E2
2.087500000E0,1.026217073E3,-1.463680450E2
2.091666667E0,1.035489472E3,-1.458840519E2
2.095833333E0,1.043134511E3,-1.450227480E2
2.100000000E0,1.052092726E3,-1.447278878E2
2.104166667E0,1.059415994E3,-1.439060990E2
2.108333333E0,1.068151419E3,-1.439247296E2
2.112500000E0,1.075491492E3,-1.424575877E2
2.116666667E0,1.083749740E3,-1.422214587E2
2.120833333E0,1.091325780E3,-1.410414482E2
2.125000000E0,1.099958766E3,-1.406330366E2
2.129166667E0,1.107134685E3,-1.397519922E2
2.133333333E0,1.115490482E3,-1.396256492E2
2.137500000E0,1.122109393E3,-1.382088147E2
2.141666667E0,1.130461552E3,-1.382879346E2
2.145833333E0,1.137829049E3,-1.368796228E2
2.150000000E0,1.145554228E3,-1.369221876E2
2.154166667E0,1.152682120E3,-1.355025799E2
2.158333333E0,1.159810293E3,-1.350341095E2
2.162500000E0,1.166871745E3,-1.336231482E2
2.166666667E0,1.174506103E3,-1.339448887E2
2.170833333E0,1.180802589E3,-1.321437977E2
2.175000000E0,1.188471221E3,-1.323482246E2
2.179166667E0,1.195020006E3,-1.309954618E2
2.183333333E0,1.202882639E3,-1.309166126E2
2.187500000E0,1.209431243E3,-1.300023920E2
2.191666667E0,1.216667796E3,-1.301023033E2
2.195833333E0,1.222714620E3,-1.291411541E2
2.200000000E0,1.229779382E3,-1.291387251E2
2.204166667E0,1.236565506E3,-1.285718377E2
2.208333333E0,1.243572864E3,-1.286729366E2
2.212500000E0,1.249688493E3,-1.276869470E2
2.216666667E0,1.256780412E3,-1.277152818E2
2.220833333E0,1.262652564E3,-1.266720676E2
2.225000000E0,1.269620439E3,-1.267624717E2
2.229166667E0,1.275265682E3,-1.260574450E2
2.233333333E0,1.281753480E3,-1.252468895E2
2.237500000E0,1.287965963E3,-1.239841851E2
2.241666667E0,1.294095954E3,-1.234809317E2
2.245833333E0,1.299968502E3,-1.217623411E2
2.250000000E0,1.306085885E3,-1.214676850E2
2.254166667E0,1.311596232E3,-1.200161682E2
2.258333333E0,1.318121365E3,-1.198985347E2
2.262500000E0,1.323546097E3,-1.186112934E2
2.266666667E0,1.329451050E3,-1.179333779E2
2.270833333E0,1.334630933E3,-1.168335425E2
2.275000000E0,1.340071326E3,-1.162757403E2
2.279166667E0,1.345290755E3,-1.151553823E2
